Accident_Index,latitude,longitude
926.0,14.66780262,78.48590151
929.0,14.76657033,78.47233894
930.0,14.76527109,78.48501892
939.0,14.72129037,78.47240785
956.0,14.68409158,78.47041434
960.0,14.79594421,78.48496094
963.0,14.76244503,78.49428733
974.0,14.76199062,78.4712504
976.0,14.77386605,78.4981185
977.0,14.68198157,78.48082942
981.0,14.67618602,78.49898473
982.0,14.76735588,78.47198115
983.0,14.70423813,78.48356356
991.0,14.77110248,78.49714429
994.0,14.68614898,78.48093135
999.0,14.78899457,78.4970115
1003.0,14.75813639,78.49939438
1004.0,14.72838675,78.47293861
1005.0,14.71803481,78.47076959
1006.0,14.71326588,78.46712798
1009.0,14.77468512,78.49453057
1012.0,14.77896619,78.49477962
1016.0,14.73369364,78.47726549
1028.0,14.6825687,78.49720603
1031.0,14.75366724,78.47579689
1032.0,14.72117916,78.46943229
1034.0,14.7452146,78.49945362
1045.0,14.74899003,78.48587199
1052.0,14.73273354,78.48109177
1053.0,14.68767358,78.47632539
1068.0,14.72397205,78.48982029
1071.0,14.78982834,78.47088798
1072.0,14.76181405,78.49655174
1074.0,14.75765162,78.47593619
1079.0,14.76844712,78.49005167
1083.0,14.76996308,78.46601629
1088.0,14.74632208,78.48081696
1089.0,14.67230428,78.48043138
1090.0,14.66242854,78.46517405
1093.0,14.74589214,78.49277381
1095.0,14.77927435,78.49675245
1109.0,14.66894516,78.4778295
1112.0,14.72339402,78.46748786
1117.0,14.78596186,78.46709927
1125.0,14.77699082,78.46882239
1126.0,14.79548953,78.46500564
1132.0,14.67140634,78.47639178
1136.0,14.76294645,78.47061456
1137.0,14.67026274,78.47775363
1138.0,14.66270638,78.47585779
1145.0,14.76326091,78.47057363
1149.0,14.70259129,78.49969526
1151.0,14.72304994,78.46505307
1153.0,14.66455727,78.48059323
1155.0,14.73808165,78.48490834
1158.0,14.68615189,78.47735041
1163.0,14.67050009,78.4745074
1169.0,14.77967374,78.49183021
1171.0,14.78559025,78.49096082
1174.0,14.749487,78.48631517
1176.0,14.75733445,78.46858133
1178.0,14.70550279,78.48912858
1188.0,14.76641535,78.49712704
1189.0,14.72621776,78.48165116
1191.0,14.71614391,78.48370525
1197.0,14.74492889,78.46759169
1198.0,14.71954723,78.4669117
1206.0,14.74329421,78.46558718
1208.0,14.7523677,78.48835503
1212.0,14.72396052,78.48162438
1220.0,14.69423852,78.46820393
1226.0,14.71164155,78.46431105
1229.0,14.7240087,78.47206823
1233.0,14.76366386,78.47141031
1235.0,14.75563026,78.47174194
1239.0,14.75173473,78.49572902
1257.0,14.69635353,78.48624903
1260.0,14.78062956,78.46464594
1261.0,14.75731925,78.4661887
1265.0,14.69790034,78.47827498
1268.0,14.67687695,78.47690555
1270.0,14.78573698,78.49821123
1282.0,14.6658744,78.46774444
1283.0,14.67401906,78.49838399
1284.0,14.77730052,78.49699971
1286.0,14.72612817,78.49441232
1287.0,14.74916769,78.49436847
1295.0,14.68338296,78.49633406
1298.0,14.80004852,78.46976423
1300.0,14.74065332,78.4929273
1305.0,14.7045034,78.49652067
1324.0,14.7360544,78.47265193
1326.0,14.67744322,78.46331182
1341.0,14.76513278,78.4631015
1344.0,14.67754473,78.48858016
1350.0,14.75869364,78.49756793
1351.0,14.76997617,78.48487518
1359.0,14.77704497,78.48982158
1361.0,14.78600369,78.49907562
1364.0,14.67469582,78.46921598
1386.0,14.76177459,78.49596595
1389.0,14.69385358,78.47358169
1390.0,14.7632817,78.4653904
1391.0,14.77037208,78.48027316
1400.0,14.73001746,78.4782005
1404.0,14.7272617,78.47364843
1420.0,14.78429537,78.48961139
1422.0,14.70623934,78.47415295
1426.0,14.68017332,78.48827259
1428.0,14.71704486,78.47399386
1431.0,14.76001603,78.4746761
1432.0,14.70681975,78.46973229
1436.0,14.68177403,78.48991401
1439.0,14.74972629,78.46879818
1445.0,14.67161901,78.49088502
1454.0,14.79441442,78.48066323
1460.0,14.74059109,78.47256427
1468.0,14.80303292,78.46559703
1472.0,14.68438973,78.46382817
1483.0,14.72258514,78.4863472
1490.0,14.68087849,78.49609103
1493.0,14.7849521,78.47531099
1494.0,14.67846244,78.46370455
1496.0,14.76454242,78.46530744
1509.0,14.68318374,78.48765347
1510.0,14.70673626,78.4994957
1511.0,14.72437599,78.48238884
1516.0,14.77172565,78.49490748
1519.0,14.70163875,78.47912551
1524.0,14.7018711,78.46627181
1525.0,14.73250854,78.47665042
1527.0,14.66234822,78.48389689
1529.0,14.6738126,78.49473848
1543.0,14.77224716,78.48725748
1558.0,14.68214143,78.4817951
1561.0,14.79140947,78.47261231
1562.0,14.68475717,78.48221314
1566.0,14.76386286,78.49199285
1571.0,14.77992993,78.46769508
1573.0,14.71516071,78.48307706
1575.0,14.66907425,78.47357605
1576.0,14.77684174,78.49492749
1579.0,14.73605226,78.48996231
1585.0,14.70636877,78.49037331
1599.0,14.73866265,78.49140039
1601.0,14.75000608,78.48843199
1602.0,14.79900025,78.46745303
1607.0,14.74782056,78.48581756
1619.0,14.68303752,78.49382578
1621.0,14.73301796,78.46930928
1625.0,14.66445587,78.48681688
1627.0,14.69840809,78.46626465
1630.0,14.76126334,78.4813259
1632.0,14.68503471,78.47001689
1633.0,14.67401911,78.4837901
1636.0,14.7766542,78.46626629
1639.0,14.68202988,78.48953973
1642.0,14.70213967,78.49854306
1646.0,14.66756666,78.46846768
1649.0,14.75706855,78.47219465
1651.0,14.76497023,78.48428312
1652.0,14.7996859,78.49502596
1660.0,14.67178405,78.47921929
1661.0,14.743684,78.48748935
1681.0,14.78037011,78.4673558
1683.0,14.66466431,78.498958
1692.0,14.74978972,78.47809789
1696.0,14.67389136,78.49936129
1700.0,14.77388823,78.47676376
1706.0,14.7139033,78.47905438
1715.0,14.67112424,78.47592093
1726.0,14.75141575,78.46527284
1733.0,14.77504534,78.46372262
1738.0,14.75619772,78.47301704
1740.0,14.68019214,78.47773303
1741.0,14.66462835,78.46394799
1751.0,14.67166306,78.48046941
1754.0,14.76576626,78.49882697
1756.0,14.78858252,78.48446932
1762.0,14.78250309,78.49158662
1769.0,14.74428505,78.48370879
1770.0,14.79041532,78.49226691
1771.0,14.79783893,78.4921376
1776.0,14.76457312,78.46362571
1781.0,14.79845574,78.49667449
1787.0,14.71385159,78.47997171
1795.0,14.68727867,78.48070056
1818.0,14.71276184,78.49212609
1819.0,14.6713627,78.46727252
1825.0,14.65974998,78.47751018
1828.0,14.73200785,78.48062659
1834.0,14.76138303,78.49805065
1835.0,14.78111469,78.46660505
1838.0,14.73384225,78.48942582
1839.0,14.78210081,78.49333155
1843.0,14.75958065,78.4902615
1850.0,14.72068554,78.47576968
1853.0,14.7256532,78.47372346
1858.0,14.65877268,78.47340719
1860.0,14.77628225,78.49200151
1863.0,14.73309195,78.47313021
1868.0,14.66916942,78.49727469
1879.0,14.67323668,78.4687545
1880.0,14.66625656,78.46654492
1894.0,14.73804112,78.47179064
1897.0,14.66168389,78.49865164
1908.0,14.76464944,78.48477234
1909.0,14.68742786,78.46292411
1911.0,14.68391954,78.4691523
1914.0,14.7805282,78.48730035
1922.0,14.65996559,78.48988895
1924.0,14.76601729,78.46493883
1926.0,14.70168088,78.47859065
1928.0,14.72219837,78.46883074
1929.0,14.78584064,78.48620286
1930.0,14.70166098,78.48605323
1938.0,14.67891766,78.47402515
1943.0,14.66083782,78.46436262
1947.0,14.80149933,78.46307521
1954.0,14.79525143,78.49870872
1955.0,14.76513834,78.49564985
1959.0,14.71554866,78.49893201
1968.0,14.75106749,78.46554583
1973.0,14.69611421,78.48755104
1975.0,14.7226582,78.466925
1976.0,14.70259132,78.47486021
1978.0,14.68912071,78.48810169
1979.0,14.79201982,78.48757163
1981.0,14.7751349,78.49498223
1982.0,14.71657536,78.49602225
1983.0,14.78576344,78.46410571
1996.0,14.77652371,78.47754524
2002.0,14.79718179,78.46919086
2007.0,14.73837346,78.48547222
2010.0,14.7948679,78.47209137
2014.0,14.79512241,78.47576927
2023.0,14.69104001,78.48511661
2026.0,14.69014798,78.48140761
2027.0,14.71884391,78.47358986
2032.0,14.66826342,78.49299326
2040.0,14.74125246,78.4687112
2042.0,14.74881163,78.46901814
2044.0,14.76707854,78.48669475
2047.0,14.75514817,78.48986264
2049.0,14.78553224,78.48936143
2050.0,14.72332798,78.48518563
2054.0,14.66075793,78.4793996
2055.0,14.77555544,78.46555852
2057.0,14.79445018,78.49752706
2063.0,14.78452231,78.46636577
2081.0,14.68054425,78.49459865
2086.0,14.67922791,78.47158464
2092.0,14.77270792,78.47297691
2099.0,14.69642859,78.46761854
2116.0,14.78319488,78.49588883
2119.0,14.71211427,78.46887089
2129.0,14.74637916,78.46594314
2130.0,14.72567041,78.49253137
2132.0,14.70071247,78.49488384
2137.0,14.76943675,78.48182883
2139.0,14.77979543,78.47860693
2141.0,14.79749334,78.4786979
2155.0,14.78311041,78.48347617
2157.0,14.76059356,78.48840618
2160.0,14.6912245,78.48515335
2161.0,14.69057725,78.48259122
2166.0,14.7344985,78.47327443
2171.0,14.67735966,78.46787634
2173.0,14.77139173,78.46989559
2183.0,14.67856707,78.46454337
2189.0,14.6567017,78.47445546
2190.0,14.77198195,78.49080516
2194.0,14.74109069,78.47252939
2195.0,14.75461499,78.47058054
2202.0,14.67619802,78.46697805
2203.0,14.7216215,78.46740142
2219.0,14.7426364,78.46697523
2225.0,14.71487614,78.48251432
2226.0,14.6880653,78.49389962
2233.0,14.69706152,78.47233405
2248.0,14.74756609,78.47115081
2249.0,14.74995397,78.4674201
2258.0,14.74010889,78.49107989
2265.0,14.6699568,78.46674734
2266.0,14.79601004,78.47568991
2280.0,14.70280697,78.4901674
2289.0,14.7857252,78.48814876
2294.0,14.79711776,78.48125822
2295.0,14.79956733,78.48041438
2297.0,14.79440591,78.488465
2299.0,14.74354095,78.48141737
2300.0,14.77111705,78.49191545
2301.0,14.7322395,78.48639352
2309.0,14.69028681,78.46896084
2313.0,14.72956782,78.47392647
2314.0,14.70678668,78.47461026
2316.0,14.69339315,78.46759775
2317.0,14.80389995,78.46514146
2319.0,14.70715156,78.48880976
2325.0,14.8048878,78.49682805
2334.0,14.66617238,78.48244219
2335.0,14.78435899,78.49789141
2339.0,14.80016567,78.46642411
2340.0,14.68390614,78.48932569
2345.0,14.75084274,78.47568203
2353.0,14.66596126,78.49085084
2358.0,14.65732445,78.47848776
2373.0,14.69163015,78.48461928
2380.0,14.71509932,78.47791939
2385.0,14.73062837,78.49566738
2388.0,14.76558984,78.49533037
2392.0,14.70448385,78.49273993
2398.0,14.74141002,78.46843266
2399.0,14.67780214,78.48997167
2411.0,14.66870556,78.49915823
2412.0,14.74652049,78.46654574
2414.0,14.77090532,78.49461973
2420.0,14.7692677,78.46994016
2423.0,14.75765437,78.49735745
2429.0,14.79477894,78.49282589
2436.0,14.75729159,78.48125203
2448.0,14.70279049,78.46774498
2459.0,14.72766862,78.46770362
2465.0,14.67214543,78.47359835
2468.0,14.69906771,78.46396558
2472.0,14.78732893,78.47094717
2486.0,14.75567523,78.49817533
2490.0,14.76166667,78.46980718
2492.0,14.76732203,78.48304588
2494.0,14.73795013,78.47284722
2505.0,14.69650495,78.46328646
2507.0,14.6784256,78.49493435
2512.0,14.71597404,78.46567123
2517.0,14.70081529,78.49193463
2525.0,14.74307744,78.4631551
2534.0,14.67903003,78.4892594
2540.0,14.68144063,78.47063738
2543.0,14.67474352,78.49983253
2547.0,14.66083568,78.49024435
2552.0,14.79737702,78.47054935
2554.0,14.66721738,78.49596792
2559.0,14.74212715,78.49130039
2564.0,14.78649342,78.49283136
2571.0,14.75039328,78.49979756
2574.0,14.73086632,78.46517967
2577.0,14.78383505,78.49442578
2578.0,14.78002254,78.49397715
2579.0,14.67693691,78.48830867
2580.0,14.6633781,78.488994
2591.0,14.70381418,78.47979649
2598.0,14.67628807,78.47668325
13000.0,15.29154565,74.0217603
13002.0,15.19574323,74.14486612
13003.0,15.20545324,74.0823497
13005.0,15.30389687,74.07096727
13006.0,15.24524237,74.03710936
13007.0,15.34920599,74.00090717
13008.0,15.19440741,74.01904495
13009.0,15.29462312,74.03651827
13010.0,15.22720805,74.01646653
13011.0,15.35752814,74.11339198
13012.0,15.18163384,74.01539762
13013.0,15.18783474,74.01963791
13017.0,15.29526034,74.10005217
13018.0,15.35268349,74.02406671
13020.0,15.2972645,74.11092865
13023.0,15.294166,74.03111929
13024.0,15.25768129,74.03515806
13025.0,15.22238355,74.06705779
13028.0,15.30646386,74.00130331
13029.0,15.19711486,74.09478434
13030.0,15.19251836,74.0719657
13031.0,15.3457186,74.05344742
13033.0,15.28265652,74.03573165
13034.0,15.28143402,74.1249997
13035.0,15.36097941,74.13690514
13036.0,15.36651032,74.08160685
13037.0,15.18174613,74.06435209
13038.0,15.27711736,74.04316028
13040.0,15.3492284,74.04463535
13041.0,15.27726519,74.09730027
13042.0,15.2029002,74.12091558
13043.0,15.21976499,74.15020634
13045.0,15.25939646,74.14599881
13046.0,15.33904084,74.00627152
13047.0,15.17850894,74.10054948
13048.0,15.32546627,74.03052453
13049.0,15.18634226,74.12645514
13050.0,15.24292868,74.14817213
13053.0,15.30130895,74.02098328
13054.0,15.36118408,74.14693808
13055.0,15.18255601,74.10011862
13056.0,15.18127608,74.13822468
13057.0,15.2251811,74.11869812
13058.0,15.2375772,74.07169201
13059.0,15.17595525,74.1399563
13061.0,15.34454572,74.13957042
13062.0,15.23716202,74.05802151
13063.0,15.34540034,74.13570869
13067.0,15.32328294,74.10189581
13069.0,15.20526441,74.00123673
13070.0,15.33392072,74.08451285
13071.0,15.28680915,74.0397848
13072.0,15.32226595,74.10129448
13073.0,15.18837332,74.01522929
13074.0,15.2968652,74.00545715
13076.0,15.2635316,74.10759402
13077.0,15.26662178,74.10704469
13078.0,15.24409773,74.10068065
13079.0,15.19640078,74.08669256
13080.0,15.33577548,74.09261699
13081.0,15.20636248,74.14440421
13083.0,15.26326028,74.01593492
13084.0,15.24349849,74.12218196
13085.0,15.34483383,74.00069118
13086.0,15.3129828,74.02759983
13088.0,15.20990686,74.00813462
13089.0,15.18048509,74.12764989
13090.0,15.35453068,74.05994898
13091.0,15.31135797,74.07798288
13092.0,15.18064988,74.01034465
13093.0,15.28405574,74.12332668
13095.0,15.25603654,74.10161227
13096.0,15.30148162,74.09758675
13097.0,15.2770429,74.03095985
13098.0,15.23029774,74.07994561
13099.0,15.24284644,74.12833344
13101.0,15.19756332,74.03090485
13102.0,15.17525848,74.03845179
13104.0,15.20873418,74.00209323
13105.0,15.26168425,74.09825902
13106.0,15.26718271,74.10530865
13107.0,15.21865302,74.04839874
13109.0,15.31694692,74.07331557
13110.0,15.22403377,74.06376146
13112.0,15.31975436,74.14103345
13113.0,15.18872343,74.01089689
13114.0,15.2762073,74.00891915
13115.0,15.31747827,74.02250326
13116.0,15.20099332,74.02719857
13117.0,15.20080596,74.00792879
13118.0,15.34445436,74.08279964
13119.0,15.30501933,74.1388059
13120.0,15.24580327,74.10688228
13121.0,15.25518006,74.07919194
13122.0,15.17835247,74.06120418
13123.0,15.34606974,74.07836593
13125.0,15.26394059,74.001584
13126.0,15.30937266,74.04482605
13127.0,15.17631708,74.12543491
13128.0,15.32981743,74.14836446
13129.0,15.31349496,74.11334084
13130.0,15.20202767,74.06401161
13132.0,15.35164358,74.03304479
13134.0,15.30936156,74.06086648
13137.0,15.24364881,74.08225704
13138.0,15.32940919,74.05974813
13139.0,15.29509497,74.11973855
13140.0,15.32172551,74.13048808
13141.0,15.35064731,74.1474433
13142.0,15.18098272,74.12051054
13145.0,15.24084964,74.0425108
13146.0,15.26868671,74.11856171
13147.0,15.31395925,74.02294561
13148.0,15.32167265,74.03582272
13149.0,15.32724779,74.07452152
13150.0,15.27885254,74.05718959
13151.0,15.21536189,74.11374143
13152.0,15.33876981,74.03826775
13153.0,15.19435416,74.05228543
13155.0,15.29626928,74.06238882
13156.0,15.20262836,74.0401788
13157.0,15.34485105,74.11359139
13158.0,15.30623746,74.11545693
13159.0,15.282516,74.11327881
13160.0,15.20716703,74.1369768
13161.0,15.20950533,74.07945895
13162.0,15.27142882,74.11560006
13163.0,15.22168798,74.01932556
13165.0,15.29961916,74.0459559
13166.0,15.29011825,74.03530261
13167.0,15.17678144,74.0674944
13168.0,15.23417089,74.12055421
13169.0,15.32694109,74.12875041
13170.0,15.3147906,74.09508487
13171.0,15.27631691,74.101043
13172.0,15.36114384,74.12127696
13173.0,15.21809285,74.08980786
13174.0,15.22523713,74.04886501
13175.0,15.31798943,74.13187146
13177.0,15.31765104,74.10467759
13179.0,15.18854281,74.05444363
13181.0,15.24883375,74.11363995
13182.0,15.26222295,74.05347896
13185.0,15.27693932,74.03759024
13186.0,15.3051603,74.08309109
13187.0,15.2938563,74.07303912
13188.0,15.21552443,74.08563449
13189.0,15.34451063,74.02908062
13191.0,15.31265215,74.02170213
13192.0,15.36579693,74.12815831
13193.0,15.2966318,74.0251359
13194.0,15.31797596,74.11091523
13195.0,15.32233223,74.05074546
13198.0,15.20306332,74.067756
13199.0,15.29179544,74.07486273
13200.0,15.2539563,74.14769822
13201.0,15.24014982,74.07638569
13203.0,15.2415112,74.01997955
13204.0,15.24551245,74.02260264
13205.0,15.24451112,74.10976743
13206.0,15.18659735,74.1240222
13208.0,15.26730966,74.01560377
13209.0,15.3079895,74.01644269
13211.0,15.33805379,74.08551972
13212.0,15.27367497,74.03959879
13213.0,15.32692933,74.13973117
13215.0,15.22480838,74.08229983
13216.0,15.22316984,74.0632824
13217.0,15.28646387,74.08731189
13218.0,15.27935402,74.11316497
13219.0,15.2181442,74.10558134
13220.0,15.19480084,74.04481132
13221.0,15.26931731,74.09875623
13222.0,15.23464185,74.11932297
13223.0,15.29269061,74.0720137
13224.0,15.22674318,74.14728102
13229.0,15.3014694,74.13880416
13232.0,15.18517258,74.01270737
13234.0,15.36095141,74.02944153
13235.0,15.17642432,74.13337696
13236.0,15.26380114,74.00229431
13237.0,15.35157432,74.14379788
13238.0,15.32429324,74.02343354
13239.0,15.36051453,74.00286461
13240.0,15.31368697,74.10764822
13243.0,15.33496076,74.10920494
13245.0,15.28499994,74.00381496
13246.0,15.25923004,74.08690181
13247.0,15.34317885,74.02378526
13248.0,15.24952366,74.03985527
13249.0,15.26895754,74.13799642
13250.0,15.31620101,74.14460056
13251.0,15.1862764,74.11933719
13252.0,15.30899459,74.0123901
13253.0,15.19246792,74.11844015
13255.0,15.19553094,74.07799953
13257.0,15.33272843,74.09699804
13258.0,15.32482028,74.14497464
13259.0,15.29522554,74.00037221
13260.0,15.23063701,74.13578238
13261.0,15.28544553,74.12153398
13262.0,15.22000136,74.04623257
13264.0,15.3174928,74.15000164
13265.0,15.31356478,74.12607491
13266.0,15.35938653,74.08686781
13267.0,15.18863558,74.06674512
13268.0,15.33264544,74.1405466
13269.0,15.36447383,74.03827014
13270.0,15.23538719,74.00865943
13272.0,15.20413343,74.0794923
13273.0,15.20449778,74.01572
13274.0,15.28450959,74.09573011
13276.0,15.29533932,74.09271196
13277.0,15.3078216,74.13451966
13278.0,15.25047345,74.04484392
13279.0,15.20693572,74.03078859
13280.0,15.34104176,74.0273396
13282.0,15.23181242,74.07214316
13283.0,15.26876474,74.12918589
13284.0,15.21558569,74.11178832
13285.0,15.32473878,74.05025461
13286.0,15.31964274,74.14901931
13287.0,15.22522516,74.10647826
13288.0,15.33609117,74.11125612
13289.0,15.30569555,74.11759122
13290.0,15.27266608,74.05768522
13291.0,15.24178667,74.04105466
13292.0,15.35450398,74.09333542
13293.0,15.2532819,74.06078008
13295.0,15.36005855,74.11714453
13296.0,15.26954264,74.14610812
13299.0,15.30840781,74.14854736
13300.0,15.2994451,74.12114026
13301.0,15.17615205,74.08038052
13302.0,15.31955163,74.10724734
13303.0,15.31114051,74.0920749
13304.0,15.27126178,74.14675336
13305.0,15.26103631,74.06032391
13308.0,15.30500065,74.05493743
13310.0,15.24789473,74.1218344
13311.0,15.18815402,74.02779627
13312.0,15.27994573,74.02798072
13313.0,15.19396,74.02462609
13315.0,15.29317851,74.14633679
13317.0,15.23322515,74.04307069
13320.0,15.19682182,74.05102476
13321.0,15.31524881,74.10039854
13322.0,15.24377508,74.00359008
13323.0,15.26368077,74.13630212
13324.0,15.17573087,74.0707854
13325.0,15.31989162,74.1179497
13326.0,15.22446634,74.13518484
13327.0,15.28110936,74.02853158
13328.0,15.27834693,74.13355266
13329.0,15.21415177,74.11152637
13330.0,15.19791658,74.03623743
13331.0,15.25441039,74.08691617
13333.0,15.35958543,74.14848552
13337.0,15.20336512,74.14921109
13339.0,15.26530745,74.00556676
13341.0,15.32462091,74.02728671
13342.0,15.25439949,74.08188089
13343.0,15.29334999,74.11590129
13344.0,15.32165765,74.14467323
13345.0,15.18241374,74.03034969
13346.0,15.34504624,74.1445742
13347.0,15.20316214,74.14534328
13348.0,15.18015728,74.14853958
13349.0,15.32436611,74.00991051
13350.0,15.31010196,74.08571316
13352.0,15.20624594,74.06827086
13354.0,15.28125113,74.01606352
13355.0,15.18468399,74.10590064
13356.0,15.35100886,74.01035382
13357.0,15.35826008,74.03397427
13358.0,15.32160415,74.01792931
13360.0,15.33665927,74.00213687
13361.0,15.23411067,74.05818272
13362.0,15.23970003,74.14273299
